Episode,Snake 1 Reward,Snake 2 Reward
1,-425.0,90.0
2,815.0,648.3333333333334
3,43.333333333333336,236.25
4,-136.25,45.0
5,-13.0,88.33333333333333
6,-2.5,68.57142857142857
7,48.57142857142857,116.875
8,1.875,43.888888888888886
9,-51.666666666666664,51.5
10,-28.0,28.636363636363637
11,14.545454545454545,35.0
12,28.333333333333332,117.6923076923077
13,-39.23076923076923,10.714285714285714
14,-36.785714285714285,-23.666666666666668
15,-35.0,15.3125
16,23.75,36.470588235294116
17,-30.0,29.72222222222222
18,-27.77777777777778,-0.2631578947368421
19,-9.210526315789474,48.0
20,-25.0,2.380952380952381
21,11.666666666666666,5.909090909090909
22,-9.318181818181818,-8.91304347826087
23,-8.91304347826087,14.375
24,-11.041666666666666,-4.4
25,-20.2,7.6923076923076925
26,-19.423076923076923,3.7037037037037037
27,-16.85185185185185,6.964285714285714
28,-19.107142857142858,13.793103448275861
29,-19.482758620689655,23.0
30,-13.333333333333334,8.064516129032258
31,10.96774193548387,12.1875
32,-3.28125,10.151515151515152
33,-7.7272727272727275,10.294117647058824
34,-14.852941176470589,-12.857142857142858
35,-10.142857142857142,6.944444444444445
36,-8.333333333333334,19.864864864864863
37,-13.91891891891892,3.8157894736842106
38,-5.2631578947368425,15.76923076923077
39,-13.461538461538462,11.125
40,-23.75,1.2195121951219512
41,-4.146341463414634,21.666666666666668
42,-9.761904761904763,2.2093023255813953
43,-9.883720930232558,10.113636363636363
44,-7.045454545454546,19.555555555555557
45,-5.0,11.847826086956522
46,-7.065217391304348,8.085106382978724
47,-10.957446808510639,3.0208333333333335
48,-10.416666666666666,-0.10204081632653061
49,-1.530612244897959,17.9
50,-15.2,0.39215686274509803
51,-5.882352941176471,12.01923076923077
52,-7.788461538461538,9.81132075471698
53,-9.90566037735849,2.5
54,-8.24074074074074,-3.0
55,-7.909090909090909,8.75
56,-6.160714285714286,11.140350877192983
57,-0.7017543859649122,7.586206896551724
58,-8.10344827586207,15.169491525423728
59,-8.898305084745763,5.75
60,-12.583333333333334,10.901639344262295
61,-2.1311475409836067,1.3709677419354838
62,-8.14516129032258,1.5873015873015872
63,-7.936507936507937,-0.078125
64,-6.796875,7.384615384615385
65,2.076923076923077,9.393939393939394
66,-7.651515151515151,0.6716417910447762
67,-0.5223880597014925,13.897058823529411
68,-7.426470588235294,1.4492753623188406
69,-8.768115942028986,5.642857142857143
70,-8.214285714285714,8.169014084507042
71,-5.0,19.23611111111111
72,-6.944444444444445,0.684931506849315
73,-5.616438356164384,8.58108108108108
74,-11.95945945945946,6.533333333333333
75,-11.333333333333334,0.5263157894736842
76,4.0131578947368425,6.623376623376624
77,-5.51948051948052,5.705128205128205
78,-1.4743589743589745,11.772151898734178
79,1.0759493670886076,9.875
80,0.125,12.901234567901234
81,-1.1728395061728396,7.439024390243903
82,-2.073170731707317,13.072289156626505
83,-6.626506024096385,6.428571428571429
