Episode,Snake 1 Reward,Snake 2 Reward
1,-1005.0,-225.0
2,-150.0,190.0
3,356.6666666666667,397.5
4,315.0,257.0
5,603.0,339.1666666666667
6,39.166666666666664,82.85714285714286
7,63.57142857142857,119.375
8,53.75,91.66666666666667
9,85.0,39.5
10,102.5,161.36363636363637
11,238.1818181818182,116.66666666666667
12,-14.166666666666666,63.84615384615385
13,-23.846153846153847,9.285714285714286
14,65.35714285714286,95.0
15,22.666666666666668,33.75
16,104.375,78.82352941176471
17,50.588235294117645,41.666666666666664
18,50.0,77.10526315789474
19,-45.0,7.25
20,34.5,84.28571428571429
21,82.85714285714286,13.636363636363637
22,3.8636363636363638,30.217391304347824
23,3.9130434782608696,49.583333333333336
24,64.16666666666667,68.6
25,31.8,79.23076923076923
26,69.23076923076923,32.03703703703704
27,38.148148148148145,8.214285714285714
28,-18.035714285714285,3.4482758620689653
29,73.27586206896552,50.5
30,1.1666666666666667,6.612903225806452
31,50.0,2.1875
32,18.59375,4.242424242424242
33,-6.666666666666667,6.911764705882353
34,96.17647058823529,55.0
35,12.285714285714286,25.97222222222222
36,-10.277777777777779,22.7027027027027
37,18.243243243243242,-40.0
38,40.0,50.64102564102564
39,115.76923076923077,-14.5
40,18.75,29.634146341463413
41,-17.195121951219512,4.404761904761905
42,34.88095238095238,29.41860465116279
43,75.81395348837209,55.56818181818182
44,1.9318181818181819,11.666666666666666
45,15.222222222222221,7.934782608695652
46,207.93478260869566,70.63829787234043
47,26.06382978723404,11.875
48,13.020833333333334,-20.102040816326532
49,17.040816326530614,6.7
50,32.1,25.784313725490197
51,4.803921568627451,11.057692307692308
52,16.923076923076923,-0.2830188679245283
53,-8.584905660377359,2.7777777777777777
54,70.37037037037037,38.27272727272727
55,18.363636363636363,17.5
56,41.607142857142854,32.19298245614035
57,10.526315789473685,-0.1724137931034483
58,5.775862068965517,24.915254237288135
59,-2.542372881355932,-0.08333333333333333
60,45.916666666666664,38.60655737704918
61,19.098360655737704,21.532258064516128
62,-5.161290322580645,8.333333333333334
63,-5.634920634920635,9.921875
64,83.125,13.307692307692308
65,22.615384615384617,20.454545454545453
66,6.4393939393939394,13.955223880597014
67,28.28358208955224,35.294117647058826
68,6.323529411764706,8.333333333333334
69,-1.5217391304347827,11.857142857142858
70,19.928571428571427,15.070422535211268
71,9.154929577464788,23.819444444444443
72,16.458333333333332,16.71232876712329
73,2.5342465753424657,7.094594594594595
74,30.135135135135137,30.333333333333332
75,16.6,13.618421052631579
76,4.605263157894737,13.051948051948052
77,33.37662337662338,17.17948717948718
78,-3.58974358974359,11.772151898734178
79,11.89873417721519,-2.125
80,5.5,9.691358024691358
81,24.506172839506174,25.548780487804876
82,1.0975609756097562,4.156626506024097
83,10.963855421686747,14.404761904761905
84,19.642857142857142,17.058823529411764
85,5.0588235294117645,7.325581395348837
86,9.127906976744185,8.275862068965518
87,32.06896551724138,22.102272727272727
88,-5.170454545454546,1.1235955056179776
89,-1.9101123595505618,10.722222222222221
90,9.11111111111111,22.087912087912088
91,46.59340659340659,40.92391304347826
92,44.02173913043478,25.86021505376344
93,20.161290322580644,10.74468085106383
94,17.71276595744681,7.842105263157895
